№,名称,郵便番号,住所,方書,電話番号,市町村区分,ロタリックス,ロタテック,ＨＩＢ,小児用肺炎球菌,Ｂ型肝炎,四種混合,MR,水痘,日本脳炎,二種混合,子宮頸がん,高齢者インフルエンザ,高齢者肺炎球菌,BCG,経度,緯度
1395,医療法人馨秋会秋山内科,535-0031,旭区高殿３―１５―１８,,6953-3335,旭区,,,,,,,,,,,,○,○,,135.5387228,34.71505119
1396,旭長寿の森診療所（ゆうゆう）,535-0031,旭区高殿６―２４―１２,,4254-2221,旭区,,,,,,,,,,,,○,○,,135.5464339,34.71918424
1397,みよし医院,535-0031,旭区高殿２－９－１７,,6922-0700,旭区,,,,,,,,,,,,○,○,,135.5379109,34.71810097
1398,山戸医院,535-0031,旭区高殿３－２７―１７,,6951-1200,旭区,○,○,○,○,○,○,○,○,○,○,○,○,○,○,135.5400134,34.71610237
1399,医療法人公知会福田クリニック,535-0031,旭区高殿４―１９―１,,6951-2226,旭区,,,,,,,,,,,,○,○,,135.5428034,34.71608245
1400,しんぐう内科クリニック,535-0031,旭区高殿６－３－１５,２階,6958-4321,旭区,,○,○,○,○,○,○,○,○,○,○,○,○,,135.5465456,34.71596093
1401,社福）大阪福祉事業財団　城東養護老人ホーム,536-0001,城東区古市１―２０―１７,,6931-5190,城東区,,,,,,,,,,,,○,,,135.5578793,34.708727
1402,福）大阪福祉事業財団　すみれ病院,536-0001,城東区古市１―２０―８５,,6934-5611,城東区,○,,○,○,○,○,○,○,○,○,,○,○,○,135.5573898,34.70824348
1403,医療法人　久原診療所,536-0001,城東区古市３―２４―１８,,6939-3223,城東区,,,,,,,○,,○,○,○,○,○,,135.5603539,34.7141588
1404,医療法人　岩井医院,536-0001,城東区古市３―１７―２４,,6931-9740,城東区,,,,,,,○,,○,○,,○,,,135.5595612,34.71401156
1405,医療法人上野外科,536-0001,城東区古市２―３―２５,,6933-9205,城東区,,,,,,,,,,,,○,○,,135.5557474,34.71137545
1406,川村耳鼻咽喉科クリニック,536-0001,城東区古市３―２３―２１,,6939-8700,城東区,,,,,,,,,,,,○,,,135.5603179,34.71300798
1407,北村医院,536-0001,城東区古市３―１１―２３,,6931-3998,城東区,,,,,,,○,○,,○,,○,○,,135.5581634,34.71376224
1408,社福）大阪福祉事業財団　城東特別養護老人ホーム,536-0001,城東区古市１―２０―１７,,6931-5190,城東区,,,,,,,,,,,,○,,,135.5578793,34.708727
1409,松田内科肛門科,536-0002,城東区今福東１―１０―１４,ファミリーコーポ今福４階,6933-7780,城東区,,,,,,,,,,,,○,,,135.5586059,34.70161801
1410,医療法人清医会　三上クリニック,536-0002,城東区今福東３―１３―２０,,6933-3121,城東区,,,,,,,,,,,,○,○,,135.5593566,34.70445921
1411,馬場内科・循環器科,536-0002,城東区今福東３―１０―１８,,6180-0307,城東区,,,,,,,,,,,,○,○,,135.5580575,34.70446253
1412,武井クリニック,536-0002,城東区今福東２－７－２６,泰平ビル２０３号,6180-8256,城東区,,,,,,,,,,,,○,○,,135.5576348,34.70174506
1413,整形外科　川戸クリニック,536-0002,城東区今福東１－１３－８,今福つるみクリニックビル２階,6935-1114,城東区,,,,,,,,,,,,○,○,,135.5593762,34.70077943
1414,ふなおか消化器・内視鏡クリニック,536-0002,城東区今福東１－１３－８,今福つるみクリニックビル１階,6180-3255,城東区,,,,,○,,,○,○,,,○,○,,135.5593762,34.70077943
1415,医療法人山久会　山田内科医院,536-0002,城東区今福東１－７－５,,6932-5553,城東区,,,,,○,,,○,,,,○,○,,135.5579114,34.69973232
1416,医療法人明翠会　はる耳鼻咽喉科,536-0002,城東区今福東１－１３－８,今福つるみクリニックビル３Ｆ,6180-8777,城東区,,,,,,,,,,,,○,○,,135.5593762,34.70077943
1417,医療法人健成会　なりたクリニック,536-0002,城東区今福東１－１４－１１,鶴見メディカルビル５階,6932-2411,城東区,,,,,○,,,○,,,,○,○,,135.5599189,34.70166417
1418,医療法人ＮＥＷ　ＷＡＶＥＳ　ツツミレディースクリニック今福鶴見,536-0002,城東区今福東１－１４－１１,４Ｆ,6958-4722,城東区,,,,,○,,○,○,,,○,○,○,,135.5599189,34.70166417
1419,かねみつクリニック,536-0002,城東区今福東３－５－６,メディカルモール今福２Ｆ,6180-3530,城東区,,,,,○,,,,,,○,○,○,,135.5558491,34.70485145
1420,植月診療所,536-0002,城東区今福東３－５－６,メディカルモール今福３階,4255-3001,城東区,,,,,,,,○,,,,○,○,,135.5558491,34.70485145
1421,すずき小児科クリニック,536-0002,城東区今福東３－１０－１８,,6933-2255,城東区,○,○,○,○,○,○,○,○,○,○,○,○,,○,135.5580575,34.70446253
1422,佐伯耳鼻科,536-0004,城東区今福西３－１－４,,6931-2068,城東区,,,,,,,,,,,,○,,,135.546473,34.70080168
1423,生活協同組合ヘルスコープおおさか城東診療所,536-0004,城東区今福西１―１―３０,,6931-0779,城東区,,,,,,,,,,,,○,○,,135.5489548,34.69808848
1424,金井産婦人科,536-0004,城東区今福西１－２－８,,6931-2391,城東区,○,○,○,○,○,○,○,○,○,,○,,,,135.5464513,34.69820976
1425,医療法人林クリニック,536-0004,城東区今福西１―１２―３,,6934-0108,城東区,,,,,,,○,○,○,○,○,○,○,,135.5477456,34.69901846
1426,柿本耳鼻咽喉科,536-0004,城東区今福西３―８―２２,,6936-7033,城東区,,,,,,,,,,,,○,,,135.5488334,34.7006562
1427,医療法人由保会　良原クリニック,536-0004,城東区今福西２―１３―１２,マジェスティック・レジデンス　１階,6935-2050,城東区,,,,,,,,,,,,○,○,,135.5529464,34.70091955
1428,医療法人吉田こどもクリニック,536-0004,城東区今福西４－６－２２,今福西ハートビル２Ｆ,6934-0600,城東区,○,○,○,○,○,○,○,○,○,○,○,,,,135.5524549,34.70128807
1429,医療法人みつば会　はしもと内科循環器内科クリニック,536-0004,城東区今福西２－６－６,グランピア今福１階,6786-2508,城東区,,,,,,,○,○,○,○,,○,○,,135.5507292,34.70047628
1430,医療法人　澄心会　いでぐち医院,536-0004,城東区今福西３－７－２８,富士谷ＢＬＤ２Ｆ,6958-4023,城東区,,,○,○,○,○,○,○,○,○,○,○,○,,135.5478261,34.70053118
1431,社会福祉法人清水福祉会城東さくら苑クリニック,536-0004,城東区今福西６丁目６番２０号,,6939-7800,城東区,,,,,○,○,,○,,○,,○,○,,135.5525207,34.70327684
1432,蒲生４丁目クリニック,536-0004,城東区今福西１－９－３,メディカルアベニュー城東５Ｆ,4255-6700,城東区,,,,,,,,,,,,○,○,,135.5479242,34.70028377
1433,わたなべクリニック整形外科・乳腺外科,536-0004,城東区今福西１－９－３,メディカルアベニュー城東２階・３階,6932-6555,城東区,,,,,,,,,,,○,○,○,,135.5479242,34.70028377
1434,医療法人史隆会介護老人保健施設幸成園,536-0004,城東区今福西３―１―１６,,6939-1881,城東区,,,,,,,,,,,,○,○,,135.5469577,34.70149553
1435,社会医療法人有隣会　東大阪病院,536-0005,城東区中央１―７―２２,,6939-1125,城東区,,,,,,,,,,,,○,○,,135.54374,34.70090501
1436,医療法人上善会　にしじまファミリークリニック,536-0005,城東区中央２―１３―１９,ＹＫマンション１階,6786-1115,城東区,○,○,○,○,○,○,○,○,○,○,○,○,○,,135.5439106,34.70313251
1437,社会医療法人有隣会　東大阪病院附属クリニック,536-0005,城東区中央１－７－８,リアン中央１階Ｄ号,6932-8801,城東区,,,,,,,,,,,,○,○,,135.5425709,34.70114854
1438,泌尿器科　守屋クリニック,536-0005,城東区中央１－８－２７,,6786-1677,城東区,,,,,,,,,,,,○,,,135.5433051,34.7003267
1439,セントラルクリニック岡本,536-0005,城東区中央２－１５－１３,ニュー京阪マンション１階,6923-8000,城東区,○,○,○,○,○,○,○,○,○,○,○,○,○,,135.5439234,34.70533435
1440,医療法人慶春会　福永記念診療所,536-0005,城東区中央１－９－３３,泉秀園城東ビル２階,6933-7844,城東区,,,,,,,,,,,,○,○,,135.5450103,34.70037745
1441,医療法人誠佑会　おおにし整形外科医院,536-0005,城東区中央１－２－２３,高橋ハイツビルディング１Ｆ,6935-3000,城東区,,,,,,,,,,,,○,,,135.5415461,34.70024191
1442,かえでクリニック,536-0005,城東区中央１－８－２４,東洋プラザ蒲生ビル３階,6930-5489,城東区,,,,,,,,,,,,○,,,135.5436207,34.70031633
1443,医療法人　本田整形外科内科,536-0006,城東区野江３―１２―２８,,6931-5115,城東区,,,,,,○,○,○,○,○,,○,○,,135.5381461,34.70575546
1444,榎並診療所,536-0006,城東区野江３－１０－２４,,6939-6660,城東区,,,,○,,,○,○,,○,,○,○,,135.5380752,34.70667796
1445,松葉眼科,536-0006,城東区野江３－７－１３,ラルーナ都島１Ｆ,6167-7744,城東区,,,,,,,,,,,,○,,,135.5369875,34.70832064
1446,医療法人　伊東内科クリニック,536-0006,城東区野江４－１０－２２,,6786-1114,城東区,○,○,○,○,○,○,○,○,○,○,○,○,○,,135.5398403,34.71000134
1447,あつた内科と痛みのクリニック,536-0006,城東区野江１－２－３,モリビル京橋１１１号,6933-7000,城東区,,,,,,,,○,,,,○,○,,135.5369562,34.70094873
1448,野江内代クリニック,536-0006,城東区野江４－１－８－１０１,,6932-4970,城東区,,,,,,,,,,,,○,○,,135.538348,34.70893502
1449,医療法人仁翔会松矢整形外科,536-0007,城東区成育４―６―１３,,6933-7700,城東区,,,,,,,,,,,,○,,,135.5420041,34.71217832
1450,医療法人　若松医院,536-0007,城東区成育５―８―１５,,6931-6123,城東区,,,○,○,,○,○,○,○,○,○,○,○,,135.5458143,34.71219568
1451,医療法人成義会桝屋クリニック,536-0007,城東区成育１―７―７,,6934-0808,城東区,,,○,○,○,○,○,○,○,○,○,○,○,,135.5445829,34.70643229
1452,かわさき耳鼻咽喉科,536-0007,城東区成育２―１２―１８,,6180-2400,城東区,,,,,,,,,,,,○,,,135.5462443,34.70702996
1453,医療法人あゆみ会　関目山口クリニック,536-0007,城東区成育５―１―３１,,6939-1011,城東区,,,,,,,,,,,,○,○,,135.5422447,34.71285409
1454,生活協同組合ヘルスコープおおさか　のえ生協診療所,536-0007,城東区成育４－２９－５,,6931-6213,城東区,,,,,○,,○,○,○,○,,○,○,,135.5446183,34.71019072
1455,医療法人康雅会　わたなべクリニック,536-0007,城東区成育５－２３－１０,関目タウンビル２Ｆ,6180-2010,城東区,,,,,,,,,,,,○,○,,135.5461204,34.71516898
1456,やぶきクリニック,536-0007,城東区成育４－２０－１６,,6931-3737,城東区,,○,○,○,○,○,○,○,○,○,,○,○,,135.5447017,34.71129622
1457,医療法人北山内科クリニック,536-0007,城東区成育１－１－１２,,6932-1810,城東区,○,,○,○,○,○,○,○,○,○,,○,○,,135.5416544,34.70542472
1458,医療法人翠真会　のえ皮フ科クリニック,536-0007,城東区成育１－２－３０,,6167-8102,城東区,,,,,,,,,,,,○,,,135.541594,34.70551648
1459,こくない皮フ科クリニック,536-0007,城東区成育２－１３－２７,クリニックステーション野江２－Ｂ,6936-3200,城東区,,,,,,,,,,,,○,,,135.5458781,34.70751076
1460,いわた脳神経外科クリニック,536-0007,城東区成育２－１３－２７,クリニックステーション野江１－Ｂ,6935-2335,城東区,,,,,,,,,,,○,○,○,,135.5458781,34.70751076
1461,やながわ内科クリニック,536-0007,城東区成育２－１３－２７,クリニックステーション野江２Ｆ－Ａ,4255-6111,城東区,,,,,○,,,,,,,○,○,,135.5458781,34.70751076
1462,医療法人阪友会酒井耳鼻咽喉科,536-0008,城東区関目５―５―１３,寺崎ビル１Ｆ,6933-1133,城東区,,,,,,,,,,,,○,○,,135.5471539,34.71514578
1463,医療法人　高田医院,536-0008,城東区関目１―１３―１７,,6931-3174,城東区,,,○,○,○,○,○,○,○,○,○,○,○,,135.5483777,34.7057624
1464,さかぐち診療所,536-0008,城東区関目４―６―１０,コーポミカミ１Ｆ,6930-3577,城東区,,,,,,○,○,○,○,○,,○,○,,135.5520954,34.71181608
1465,医療法人仁友会　桜之宮クリニック,536-0008,城東区関目３―２―２２,,6939-2851,城東区,,,,,,,,,,,,○,○,,135.5471128,34.7104199
1466,城東医院,536-0008,城東区関目３―７―２０,,6931-3749,城東区,,,,,,,,,,,,○,○,,135.5485042,34.7112029
1467,医療法人福田クリニック,536-0008,城東区関目１―３―１１,,6930-1120,城東区,○,○,○,○,○,○,○,○,○,○,○,○,○,,135.5465663,34.70719822
1468,医療法人淳良会関目病院,536-0008,城東区関目２―１３―１３,,6931-3211,城東区,,,,,,,,,,,,○,○,,135.5521583,34.70629937
1469,医療法人秀奈会きょうクリニック,536-0008,城東区関目５―１６―１９,１０３号,6935-7655,城東区,,,,,○,,,,,,,○,○,,135.5499606,34.71210599
1470,医療法人　池岡診療所　池岡クリニック,536-0008,城東区関目１－１８－１３,,6931-6665,城東区,,○,○,○,○,○,○,○,○,○,,○,○,,135.5494387,34.70637428
1471,野口医院,536-0008,城東区関目３－１３－１,,6931-7821,城東区,○,○,○,○,○,○,○,○,○,○,○,○,○,○,135.5486338,34.70980632
1472,わかばこどもクリニック,536-0008,城東区関目５－１６－１９－１０１,,6180-3505,城東区,○,○,○,○,○,○,○,○,○,○,○,○,,,135.5499606,34.71210599
1473,医療法人はしもと診療所,536-0008,城東区関目３－１１－２４,,6936-8181,城東区,,,,,,,○,,○,○,○,○,○,,135.5481966,34.70932592
1474,医療法人啓春会　いけじり内科外科クリニック,536-0008,城東区関目６－７－８,,6180-1100,城東区,,,,,,,,,○,○,○,○,○,,135.5518446,34.71524412
1475,医療法人瑞祥会　城東なかいクリニック,536-0008,城東区関目３－１２－３１,１Ｆ,6931-8100,城東区,,,,,,,,,,,,○,○,,135.5489307,34.70932751
1476,すみやクリニック,536-0011,城東区放出西３－１－４,,6180-8100,城東区,○,○,○,○,○,○,○,○,○,○,○,○,○,○,135.55487,34.69161386
1477,医療法人晃和会　放出ふれあいセンター,536-0011,城東区放出西２―１８―４,,6962-0871,城東区,,,,,,,,,,,,○,○,,135.5587456,34.69409795
1478,小竹クリニック,536-0013,城東区鴫野東１―１３―１０,,6965-1213,城東区,,,○,○,○,,○,○,○,,○,○,○,,135.5459801,34.69257625
1479,医療法人阪友会　有賀耳鼻咽喉科,536-0013,城東区鴫野東１―１３―１０,,6969-8877,城東区,,,,,,,,,,,,○,○,,135.5459801,34.69257625
1480,医療法人　三和会　福田医院,536-0013,城東区鴫野東２―１２―２,,6961-3279,城東区,,,○,○,○,○,○,○,○,,○,○,○,○,135.5465998,34.69357431
1481,社会福祉法人松輪会　しぎの黄金の里診療所,536-0013,城東区鴫野東２―２６―１２,,6963-5551,城東区,,,,,,,,,,,,○,○,,135.5487926,34.69188789
1482,医療法人良月会　小島整形外科,536-0013,城東区鴫野東１―１３―１２,鴫野かぼくビル２階,6965-8041,城東区,,,,,,,,,,,,○,,,135.5459696,34.69251395
1483,医療法人承寿会　勝田医院,536-0013,城東区鴫野東３－４－１,,6969-8460,城東区,,,○,○,○,○,○,○,○,○,○,○,○,,135.5459731,34.69006707
1484,医療法人博仁会　たけ内科クリニック,536-0013,城東区鴫野東２－１２－１７,,6167-2236,城東区,,,,,,,,,,,,○,○,,135.5464464,34.69327187
1485,医療法人京進会　整形外科きょうたにクリニック,536-0013,城東区鴫野東３－４－１８,１Ｆ,6967-3000,城東区,,,,,,,,,,,,○,○,,135.5461231,34.68977295
1486,すぎた内科クリニック,536-0013,城東区鴫野東１－３－８,ハイツ丹洋１Ｆ,6180-3600,城東区,,,,,,,,,,,,○,○,,135.5460414,34.69483716
1487,やまもと消化器クリニック,536-0013,城東区鴫野東３－４－１８,鴫野東あさひビル２階,6955-8484,城東区,,,,,,,,,,,,○,○,,135.5461231,34.68977295
1488,高橋内科,536-0013,城東区鴫野東３－３－２３,,6180-5011,城東区,,,,,,,,,,,,○,○,,135.5459868,34.69022644
1489,にのみやこどもクリニック,536-0013,城東区鴫野東２－１１－１５,１Ｆ,6967-2038,城東区,○,○,○,○,○,○,○,○,○,○,○,○,○,,135.5463785,34.69424511
1490,社福）松輪会　特別養護老人ホームしぎの黄金の里,536-0013,城東区鴫野東２―２６―１２,,6963-5551,城東区,,,,,,,,,,,,○,,,135.5487926,34.69188789
